trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
909,False,"{'a': 0.5, 'e': 0.45459999999996337}",20,8,-64.8386719422698,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
910,False,"{'a': 0.5, 'e': 0.4539999999999634}",25,13,-32.47918523050026,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
911,False,"{'a': 0.5, 'e': 0.4533999999999634}",20,13,2.8329315238698802,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.4527999999999634}",20,12,-3.2027840689633282,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.4521999999999634}",25,17,-2.3539579045768138,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.4515999999999634}",30,-20,-125.58360641239786,"{0: 40, 1: 1, 2: 5, 3: 1, 4: 3}",0
915,False,"{'a': 0.5, 'e': 0.45099999999996343}",20,7,-9.482301270118677,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.45039999999996344}",20,6,8.496772440507357,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
917,False,"{'a': 0.5, 'e': 0.44979999999996345}",25,-16,-53.28148632215963,"{0: 33, 1: 1, 2: 6, 3: 0, 4: 1}",0
918,False,"{'a': 0.5, 'e': 0.44919999999996346}",30,0,-8.805724462634704,"{0: 23, 1: 4, 2: 3, 3: 0, 4: 0}",1
919,False,"{'a': 0.5, 'e': 0.4485999999999635}",30,12,-24.912623056127522,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
920,False,"{'a': 0.5, 'e': 0.4479999999999635}",20,5,-15.420210013935645,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
921,False,"{'a': 0.5, 'e': 0.4473999999999635}",20,-6,-56.29349486863503,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 2}",0
922,False,"{'a': 0.5, 'e': 0.4467999999999635}",25,-2,-11.729232073662933,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 0}",0
923,False,"{'a': 0.5, 'e': 0.4461999999999635}",20,9,-30.34388769998522,"{0: 8, 1: 1, 2: 0, 3: 2, 4: 0}",1
924,False,"{'a': 0.5, 'e': 0.4455999999999635}",20,15,6.130821609659085,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.5, 'e': 0.44499999999996354}",20,12,16.2671706881742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.5, 'e': 0.44439999999996355}",20,8,26.05387673672298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.5, 'e': 0.44379999999996356}",25,13,-0.48724833077419527,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
928,False,"{'a': 0.5, 'e': 0.44319999999996357}",20,12,5.168804843625864,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.4425999999999636}",20,9,-92.52531993394196,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 2}",1
930,False,"{'a': 0.5, 'e': 0.4419999999999636}",20,6,-1.649039906810674,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
931,False,"{'a': 0.5, 'e': 0.4413999999999636}",20,-13,-50.680037809125,"{0: 27, 1: 0, 2: 5, 3: 0, 4: 1}",0
932,False,"{'a': 0.5, 'e': 0.4407999999999636}",30,14,20.200139548620864,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
933,False,"{'a': 0.5, 'e': 0.4401999999999636}",25,18,5.216773985824209,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.5, 'e': 0.43959999999996363}",20,4,14.244830013227558,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
935,False,"{'a': 0.5, 'e': 0.43899999999996364}",20,-6,-13.865602861677589,"{0: 22, 1: 1, 2: 1, 3: 2, 4: 0}",0
936,False,"{'a': 0.5, 'e': 0.43839999999996365}",30,19,-7.066594531590659,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
937,False,"{'a': 0.5, 'e': 0.43779999999996366}",20,14,-17.26583842398137,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
938,False,"{'a': 0.5, 'e': 0.4371999999999637}",30,4,-43.17849502097215,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 1}",1
939,False,"{'a': 0.5, 'e': 0.4365999999999637}",25,10,-39.590163428551584,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
940,False,"{'a': 0.5, 'e': 0.4359999999999637}",25,3,-25.166963889317465,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
941,False,"{'a': 0.5, 'e': 0.4353999999999637}",30,-4,-70.61722752056747,"{0: 28, 1: 1, 2: 3, 3: 0, 4: 2}",0
942,False,"{'a': 0.5, 'e': 0.4347999999999637}",20,8,-1.9512173918720848,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
943,False,"{'a': 0.5, 'e': 0.4341999999999637}",25,6,-37.88086861019183,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
944,False,"{'a': 0.5, 'e': 0.43359999999996374}",25,13,16.55666392019235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.5, 'e': 0.43299999999996375}",20,12,6.658932006450134,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.5, 'e': 0.43239999999996376}",25,9,-65.54913517489206,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 1}",1
947,False,"{'a': 0.5, 'e': 0.43179999999996377}",25,3,4.500505642095498,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
948,False,"{'a': 0.5, 'e': 0.4311999999999638}",20,-8,-51.34430499161451,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 1}",0
949,False,"{'a': 0.5, 'e': 0.4305999999999638}",20,8,-71.83125465953563,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
950,False,"{'a': 0.5, 'e': 0.4299999999999638}",25,4,-35.83860439528055,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 1}",1
951,False,"{'a': 0.5, 'e': 0.4293999999999638}",25,10,-17.48537760868768,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
952,False,"{'a': 0.5, 'e': 0.4287999999999638}",35,3,-11.189264585882048,"{0: 28, 1: 2, 2: 1, 3: 0, 4: 1}",1
953,False,"{'a': 0.5, 'e': 0.42819999999996383}",20,13,1.017438632838628,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.42759999999996384}",20,-14,-76.72746469776723,"{0: 28, 1: 1, 2: 2, 3: 1, 4: 2}",0
955,False,"{'a': 0.5, 'e': 0.42699999999996385}",25,11,-51.84381402038923,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
956,False,"{'a': 0.5, 'e': 0.42639999999996386}",25,3,1.5176406866598389,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
957,False,"{'a': 0.5, 'e': 0.4257999999999639}",20,8,-1.3510582916707763,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
958,False,"{'a': 0.5, 'e': 0.4251999999999639}",20,9,-19.30286909436138,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
959,False,"{'a': 0.5, 'e': 0.4245999999999639}",25,13,-31.23716419937201,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
960,False,"{'a': 0.5, 'e': 0.4239999999999639}",20,7,-3.83953675066644,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
961,False,"{'a': 0.5, 'e': 0.4233999999999639}",25,-15,-24.756592102815414,"{0: 34, 1: 1, 2: 4, 3: 0, 4: 1}",0
962,False,"{'a': 0.5, 'e': 0.4227999999999639}",20,16,8.217448454528663,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.5, 'e': 0.42219999999996394}",25,2,-0.6610128527645398,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.42159999999996395}",25,7,-43.63891471289355,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1
965,False,"{'a': 0.5, 'e': 0.42099999999996396}",30,0,-35.951926273969754,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",1
966,False,"{'a': 0.5, 'e': 0.42039999999996397}",35,-12,-56.046060140640314,"{0: 41, 1: 1, 2: 2, 3: 1, 4: 2}",0
967,False,"{'a': 0.5, 'e': 0.419799999999964}",20,11,-7.009747150571774,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
968,False,"{'a': 0.5, 'e': 0.419199999999964}",25,-2,-10.708250814454619,"{0: 24, 1: 0, 2: 1, 3: 2, 4: 0}",0
969,False,"{'a': 0.5, 'e': 0.418599999999964}",20,12,15.596112120741596,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.5, 'e': 0.417999999999964}",20,-2,-27.390497914148156,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",0
971,False,"{'a': 0.5, 'e': 0.417399999999964}",20,10,9.440185767282632,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.41679999999996403}",30,20,7.814855491155523,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
973,False,"{'a': 0.5, 'e': 0.41619999999996404}",20,-15,-143.24019376238505,"{0: 26, 1: 1, 2: 4, 3: 1, 4: 3}",0
974,False,"{'a': 0.5, 'e': 0.41559999999996405}",30,5,-38.63843031488533,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",1
975,False,"{'a': 0.5, 'e': 0.41499999999996406}",20,2,-14.27829173994001,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
976,False,"{'a': 0.5, 'e': 0.4143999999999641}",25,14,16.13736983033737,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.5, 'e': 0.4137999999999641}",25,19,-8.45554932711616,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
978,False,"{'a': 0.5, 'e': 0.4131999999999641}",20,15,8.139306560451647,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.5, 'e': 0.4125999999999641}",20,9,10.159490171530075,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
980,False,"{'a': 0.5, 'e': 0.4119999999999641}",20,-4,9.029980952516212,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 0}",0
981,False,"{'a': 0.5, 'e': 0.4113999999999641}",20,-8,-33.97816012854334,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 1}",0
982,False,"{'a': 0.5, 'e': 0.41079999999996414}",25,11,-11.707005195713052,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
983,False,"{'a': 0.5, 'e': 0.41019999999996415}",25,-2,-49.354243642413145,"{0: 21, 1: 2, 2: 2, 3: 1, 4: 1}",0
984,False,"{'a': 0.5, 'e': 0.40959999999996416}",30,13,-19.00426411305362,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
985,False,"{'a': 0.5, 'e': 0.40899999999996417}",20,16,7.325754436644518,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.5, 'e': 0.4083999999999642}",20,0,11.930098270723299,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
987,False,"{'a': 0.5, 'e': 0.4077999999999642}",25,9,-10.90577748040748,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
988,False,"{'a': 0.5, 'e': 0.4071999999999642}",25,-17,-25.885510471374612,"{0: 33, 1: 4, 2: 4, 3: 1, 4: 0}",0
989,False,"{'a': 0.5, 'e': 0.4065999999999642}",20,-2,-36.271853653334894,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",0
990,False,"{'a': 0.5, 'e': 0.4059999999999642}",30,13,16.353788641854106,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
991,False,"{'a': 0.5, 'e': 0.40539999999996423}",25,11,-38.24254530630923,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
992,False,"{'a': 0.5, 'e': 0.40479999999996424}",20,10,-34.3453149825625,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
993,False,"{'a': 0.5, 'e': 0.40419999999996425}",20,7,5.204696734560235,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.5, 'e': 0.40359999999996427}",20,10,-37.234665269629815,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
995,False,"{'a': 0.5, 'e': 0.4029999999999643}",25,7,31.120805025285087,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.5, 'e': 0.4023999999999643}",30,19,8.688064282872514,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
997,False,"{'a': 0.5, 'e': 0.4017999999999643}",30,12,-33.464725376900006,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
998,False,"{'a': 0.5, 'e': 0.4011999999999643}",20,-2,-29.574795572314933,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",0
999,False,"{'a': 0.5, 'e': 0.4005999999999643}",30,18,20.252617234558773,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.5, 'e': 0.39999999999996433}",20,-19,-26.20181778105305,"{0: 32, 1: 0, 2: 6, 3: 1, 4: 0}",0
1001,False,"{'a': 0.5, 'e': 0.39939999999996434}",20,10,-11.910490861207043,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
1002,False,"{'a': 0.5, 'e': 0.39879999999996435}",25,16,9.605479671117378,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.5, 'e': 0.39819999999996436}",25,8,-11.429762311709274,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1004,False,"{'a': 0.5, 'e': 0.39759999999996437}",20,-16,-56.71590156090002,"{0: 30, 1: 0, 2: 3, 3: 2, 4: 1}",0
1005,False,"{'a': 0.5, 'e': 0.3969999999999644}",25,15,13.772600240515896,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.5, 'e': 0.3963999999999644}",25,3,9.120952015226477,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
1007,False,"{'a': 0.5, 'e': 0.3957999999999644}",20,10,-15.228710332984882,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
1008,False,"{'a': 0.5, 'e': 0.3951999999999644}",30,21,6.5180628072072775,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.5, 'e': 0.3945999999999644}",25,12,-11.238391980514043,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1010,False,"{'a': 0.5, 'e': 0.39399999999996443}",25,15,-35.71225168540209,"{0: 5, 1: 1, 2: 4, 3: 0, 4: 0}",1
1011,False,"{'a': 0.5, 'e': 0.39339999999996444}",20,-5,-19.448454946644357,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
1012,False,"{'a': 0.5, 'e': 0.39279999999996446}",20,6,-24.943202934006223,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1013,False,"{'a': 0.5, 'e': 0.39219999999996447}",20,13,12.847988592937618,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.5, 'e': 0.3915999999999645}",20,6,-33.4341713884753,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1015,False,"{'a': 0.5, 'e': 0.3909999999999645}",30,18,-21.05236318011136,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1016,False,"{'a': 0.5, 'e': 0.3903999999999645}",20,10,-5.810114150413638,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
1017,False,"{'a': 0.5, 'e': 0.3897999999999645}",20,6,-20.385516306237584,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 0}",1
1018,False,"{'a': 0.5, 'e': 0.3891999999999645}",20,-2,-166.5454366123908,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 4}",0
1019,False,"{'a': 0.5, 'e': 0.38859999999996453}",30,7,27.217894247483123,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1020,False,"{'a': 0.5, 'e': 0.38799999999996454}",20,6,13.425574988927922,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.5, 'e': 0.38739999999996455}",20,4,-21.017619392348458,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
1022,False,"{'a': 0.5, 'e': 0.38679999999996456}",25,11,15.387035537695407,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1023,False,"{'a': 0.5, 'e': 0.38619999999996457}",20,7,-5.175322964396897,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1024,False,"{'a': 0.5, 'e': 0.3855999999999646}",20,9,-32.88060679878585,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1025,False,"{'a': 0.5, 'e': 0.3849999999999646}",25,16,4.415447384098879,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1026,False,"{'a': 0.5, 'e': 0.3843999999999646}",30,7,19.035531684757107,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
1027,False,"{'a': 0.5, 'e': 0.3837999999999646}",30,0,31.114303487990867,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",1
1028,False,"{'a': 0.5, 'e': 0.3831999999999646}",25,14,-14.209738056905659,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
1029,False,"{'a': 0.5, 'e': 0.38259999999996464}",25,3,14.52090544752146,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1030,False,"{'a': 0.5, 'e': 0.38199999999996465}",20,12,-27.232724969479996,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1031,False,"{'a': 0.5, 'e': 0.38139999999996466}",20,8,-12.60940549722202,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1032,False,"{'a': 0.5, 'e': 0.38079999999996467}",30,16,20.57251871579164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.5, 'e': 0.3801999999999647}",25,8,6.494520822821167,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.5, 'e': 0.3795999999999647}",25,7,13.18921012622703,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1035,False,"{'a': 0.5, 'e': 0.3789999999999647}",30,14,26.01858534801292,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.5, 'e': 0.3783999999999647}",30,8,-35.57383052294434,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 0}",1
1037,False,"{'a': 0.5, 'e': 0.3777999999999647}",35,15,-9.038796590935146,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
1038,False,"{'a': 0.5, 'e': 0.37719999999996473}",20,15,-3.337429375683107,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1039,False,"{'a': 0.5, 'e': 0.37659999999996474}",20,-1,7.99813040085333,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
1040,False,"{'a': 0.5, 'e': 0.37599999999996475}",20,16,7.315400662037121,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.5, 'e': 0.37539999999996476}",25,11,-27.107808555214152,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1042,False,"{'a': 0.5, 'e': 0.3747999999999648}",20,13,-1.3375467355981785,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1043,False,"{'a': 0.5, 'e': 0.3741999999999648}",30,20,6.855600299378431,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1044,False,"{'a': 0.5, 'e': 0.3735999999999648}",35,11,-35.39716814480025,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 1}",1
1045,False,"{'a': 0.5, 'e': 0.3729999999999648}",30,-2,-9.708962829478473,"{0: 27, 1: 0, 2: 5, 3: 0, 4: 0}",0
1046,False,"{'a': 0.5, 'e': 0.3723999999999648}",20,14,-28.61701802396629,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1047,False,"{'a': 0.5, 'e': 0.3717999999999648}",20,14,-6.192516951482378,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
1048,False,"{'a': 0.5, 'e': 0.37119999999996484}",30,6,-55.83861620888184,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 1}",1
1049,False,"{'a': 0.5, 'e': 0.37059999999996485}",20,4,31.17452034388337,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.5, 'e': 0.36999999999996486}",30,16,28.24097884807473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.5, 'e': 0.36939999999996487}",25,8,-8.479699031507906,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1052,False,"{'a': 0.5, 'e': 0.3687999999999649}",20,-6,-12.691025637583015,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 1}",0
1053,False,"{'a': 0.5, 'e': 0.3681999999999649}",20,11,13.777551979649528,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.5, 'e': 0.3675999999999649}",20,0,5.263137026791365,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1055,False,"{'a': 0.5, 'e': 0.3669999999999649}",25,20,8.395284393752515,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.5, 'e': 0.3663999999999649}",25,15,9.056460428566545,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1057,False,"{'a': 0.5, 'e': 0.36579999999996493}",20,10,19.082431271568083,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.5, 'e': 0.36519999999996494}",20,8,-52.446457172774956,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
1059,False,"{'a': 0.5, 'e': 0.36459999999996495}",25,15,-4.797303638294807,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1060,False,"{'a': 0.5, 'e': 0.36399999999996496}",25,19,6.307460129463206,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.5, 'e': 0.363399999999965}",20,-13,-96.70152600865956,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 3}",0
1062,False,"{'a': 0.5, 'e': 0.362799999999965}",30,20,15.629664409443427,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.5, 'e': 0.362199999999965}",20,15,0.6771073164613475,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1064,False,"{'a': 0.5, 'e': 0.361599999999965}",25,6,23.56958019687892,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.5, 'e': 0.360999999999965}",25,5,31.258161193774576,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.5, 'e': 0.360399999999965}",20,1,-34.181243867726685,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
1067,False,"{'a': 0.5, 'e': 0.35979999999996504}",20,3,-32.91755643319314,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
1068,False,"{'a': 0.5, 'e': 0.35919999999996505}",25,4,-66.67674184817984,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 2}",1
1069,False,"{'a': 0.5, 'e': 0.35859999999996506}",30,19,-14.838300283101624,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
1070,False,"{'a': 0.5, 'e': 0.35799999999996507}",20,10,-7.19586342892317,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
1071,False,"{'a': 0.5, 'e': 0.3573999999999651}",30,19,-0.5490272634487108,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1072,False,"{'a': 0.5, 'e': 0.3567999999999651}",20,9,18.069527779475916,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.5, 'e': 0.3561999999999651}",20,13,6.229184844666413,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.5, 'e': 0.3555999999999651}",25,3,-89.06324325292245,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 2}",1
1075,False,"{'a': 0.5, 'e': 0.3549999999999651}",30,16,-6.545707451426917,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1076,False,"{'a': 0.5, 'e': 0.35439999999996513}",30,3,-35.31991820130884,"{0: 23, 1: 1, 2: 1, 3: 1, 4: 1}",1
1077,False,"{'a': 0.5, 'e': 0.35379999999996514}",20,6,-35.77807449530942,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1078,False,"{'a': 0.5, 'e': 0.35319999999996515}",30,19,8.382115370483985,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1079,False,"{'a': 0.5, 'e': 0.35259999999996516}",20,5,-3.8419522113884708,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1080,False,"{'a': 0.5, 'e': 0.3519999999999652}",25,12,25.38677034192884,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1081,False,"{'a': 0.5, 'e': 0.3513999999999652}",25,-3,0.01581014247419832,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 0}",0
1082,False,"{'a': 0.5, 'e': 0.3507999999999652}",30,24,12.12304558809009,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.5, 'e': 0.3501999999999652}",25,5,-44.64441035816938,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
1084,False,"{'a': 0.5, 'e': 0.3495999999999652}",25,11,3.249512228953968,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1085,False,"{'a': 0.5, 'e': 0.3489999999999652}",20,8,1.0700260976693932,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1086,False,"{'a': 0.5, 'e': 0.34839999999996524}",20,14,11.94026014512426,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.5, 'e': 0.34779999999996525}",20,3,0.9243628400086763,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1088,False,"{'a': 0.5, 'e': 0.34719999999996526}",20,1,-89.80002490085161,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 2}",1
1089,False,"{'a': 0.5, 'e': 0.34659999999996527}",35,15,-3.1054187408425857,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1090,False,"{'a': 0.5, 'e': 0.3459999999999653}",30,20,21.50195378421736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.5, 'e': 0.3453999999999653}",20,6,23.885780835047036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
